x,y,frame,gaussian_sigma,gaussian_filer,rf_filer,nn_filer,area
44.5,53.0,130,1.2996774764227481,,,,14.0
45.1578947368421,53.31578947368421,131,1.2284740167691726,,,,19.0
45.05263157894737,52.8421052631579,132,1.2285933833227691,,,1,19.0
45.4,52.4,133,1.4418335070298869,,,1,15.0
46.86666666666667,54.93333333333333,138,1.3305333095230625,,1,,15.0
46.44444444444444,53.94444444444444,139,0.6923882466295727,,,,18.0
46.76470588235294,52.94117647058823,140,1.0137438376022871,,,,17.0
45.76470588235294,52.94117647058823,141,1.388455279970474,,,,17.0
45.10526315789474,52.8421052631579,142,1.0595872092696677,,,,19.0
45.4375,53.75,143,1.0798899275112042,,,,16.0
47.35294117647059,52.05882352941177,144,1.0760826187624075,,,,17.0
46.23529411764706,51.05882352941177,145,0.8722624054722191,,,,17.0
47.86666666666667,50.86666666666667,146,0.877079526127486,,,,15.0
47.625,51.0625,147,0.8359497288763981,,,,16.0
47.73684210526316,51.36842105263158,148,1.0335861891700613,,,1,19.0
47.0,50.0,149,1.4561282430442977,,,1,17.0
48.1764705882353,51.294117647058826,150,1.1122535803097864,,,,17.0
48.3125,51.1875,151,1.0487293245749465,,,,16.0
47.78947368421053,51.10526315789474,152,1.5156863378477818,,,,19.0
45.666666666666664,51.333333333333336,153,1.318498233734237,,,,15.0
45.5,51.285714285714285,154,1.2281287033963009,,,,14.0
45.21052631578947,51.05263157894737,155,1.0706183780892138,,,,19.0
45.666666666666664,51.333333333333336,156,1.3285779577258907,,,,15.0
45.35,51.15,157,1.0585971982518134,,,,20.0
44.85,53.05,158,1.520991321090678,,,,20.0
43.526315789473685,51.63157894736842,159,1.68188473878108,,,1,19.0
45.421052631578945,52.10526315789474,160,0.7866325660330923,,,,19.0
45.1875,52.6875,161,1.2349476702723081,,,,16.0
43.9375,50.875,162,0.9459579603234209,,,1,16.0
44.8125,51.3125,163,0.8621713746068647,,,,16.0
43.9,51.8,164,0.9528276122707916,,,,20.0
44.23809523809524,51.42857142857143,165,1.0681512878339774,,,,21.0
43.266666666666666,51.8,166,0.9634851963158533,,,,15.0
44.75,50.65,167,1.6161422724454437,,,,20.0
42.94117647058823,50.1764705882353,168,1.1166898850762268,,,,17.0
44.3125,50.1875,169,0.9600658513906102,,,,16.0
43.2,50.06666666666667,170,1.8294706237541738,,,,15.0
43.35,49.7,171,1.2478900543455147,,,,20.0
44.588235294117645,51.588235294117645,172,1.8662141736515567,,,,17.0
43.9375,52.75,173,0.7664791121261995,,,,16.0
44.2,52.06666666666667,174,1.2052088558452807,,,,15.0
45.2,52.266666666666666,175,1.2127093050757225,,,,15.0
44.266666666666666,51.8,176,1.1996308823460784,,,,15.0
46.611111111111114,53.72222222222222,177,1.1687287006064921,,,,18.0
44.1764705882353,52.1764705882353,178,87.41298907268519,,,1,17.0
45.7,52.4,179,1.1615337169980715,,,,20.0
45.35294117647059,52.0,180,1.0885226431426382,,,,17.0
45.375,51.875,181,1.541620699164529,,,,16.0
46.05555555555556,51.388888888888886,182,1.2995535683104071,,,,18.0
47.0,51.55,183,0.7770617016345942,,,,20.0
47.0,51.64705882352941,184,1.4675814189254373,,,,17.0
46.64705882352941,52.0,185,1.3221511937705654,,,,17.0
46.64705882352941,52.0,186,0.7854159898572194,,,,17.0
48.1578947368421,52.8421052631579,187,1.7611749103429508,,,,19.0
48.0,52.0,188,1.5856460504415009,,,,19.0
46.7,51.4,189,1.1307854185267048,,,,20.0
47.15,51.6,190,0.8926285603156092,,,,20.0
47.8125,52.375,191,1.1013312252875125,,,,16.0
47.0,51.666666666666664,192,1.3854995168434538,,,,21.0
46.0625,52.25,193,1.3558206205180878,,,,16.0
47.2,52.2,194,1.0485768398663675,,,,20.0
45.93333333333333,51.2,195,2.0438721924666057,,,,15.0
47.0,51.5,196,1.2686621036570918,,,,18.0
48.05882352941177,51.705882352941174,197,1.1587188494409895,,,,17.0
47.8,52.2,198,1.0439414085671277,,,,15.0
47.0,51.5,199,1.111167000588697,,,,18.0
46.77777777777778,51.388888888888886,201,0.9410674515194913,,,,18.0
48.0625,52.25,202,1.089152225433376,,,,16.0
45.7,52.15,203,1.644109113149289,,,,20.0
47.0,51.64705882352941,204,1.3995242300475252,,,,17.0
47.53333333333333,51.2,205,1.5917462218880012,,,,15.0
45.31578947368421,51.68421052631579,206,1.300521643847698,,,1,19.0
45.86666666666667,51.46666666666667,207,0.9260834364848882,,,,15.0
47.35294117647059,52.705882352941174,208,4.155825877116087,,,1,17.0
46.0625,53.125,209,0.7583734370772203,,,,16.0
46.25,52.9375,210,1.2036572537806736,,,1,16.0
47.35294117647059,53.0,211,1.5368074908513953,,,1,17.0
47.857142857142854,52.07142857142857,212,2.5993325165198926,,,1,14.0
47.9375,53.875,216,1.4489910255624874,,,,16.0
47.46153846153846,53.84615384615385,217,0.7895783045910181,,,,13.0
49.5,54.333333333333336,218,0.3369014909901099,,,,12.0
47.5,54.5,221,0.7903875654029147,,,1,16.0
48.6875,52.8125,222,0.8736720335943472,,,,16.0
48.27272727272727,52.0,223,1.4507911532758275,,,,11.0
49.75,52.5625,224,1.1695548274338474,,,,16.0
49.0,52.0,226,0.9885972033067717,,,,17.0
48.111111111111114,52.333333333333336,227,0.8267359126352065,,,,9.0
46.6875,51.8125,229,0.7064624477109446,,,1,16.0
49.0,51.0,231,0.6381174019554399,,,1,17.0
45.6875,55.8125,246,0.6097525632007813,,,1,16.0
46.15384615384615,54.53846153846154,255,0.6129725590696827,,,,13.0
46.8,55.666666666666664,256,0.6178241341648061,,,,15.0
47.23529411764706,53.05882352941177,259,1.1321134504531722,,,,17.0
47.125,54.0,260,0.8590274281701042,,,,16.0
46.4,53.4,261,1.54117698628451,,,1,15.0
45.8235294117647,54.705882352941174,262,1.1796504205762135,,,1,17.0
74.86666666666666,73.46666666666667,262,0.7018688114139909,,,,15.0
47.0,55.10526315789474,263,0.7583905080355072,,,,19.0
46.875,55.0,264,1.3546286893255912,,,,16.0
47.06666666666667,53.86666666666667,265,0.2870864763885171,,,1,15.0
47.0,54.125,266,0.8241553409595355,,,,16.0
44.92857142857143,54.0,267,0.27378568417720484,,,1,14.0
47.0,54.375,268,1.589866275006057,,,,16.0
46.55,53.7,269,1.9385558129484526,,,1,20.0
46.75,55.0625,273,0.45523490864408556,,,,16.0
46.23809523809524,54.76190476190476,274,0.6166721020168742,,,,21.0
46.75,55.0625,275,0.9539638531403314,,,,16.0
46.9375,54.75,276,0.8125247780952213,,,,16.0
48.13333333333333,54.13333333333333,277,1.1021155774575084,,,,15.0
48.86666666666667,54.6,278,0.9806836231836429,,,,15.0
47.75,54.5625,279,1.38415121426218,,,,16.0
48.294117647058826,53.11764705882353,280,1.0757715286606964,,,,17.0
48.13333333333333,53.53333333333333,281,1.2319452376415998,,,1,15.0
48.6,55.6,282,0.8180879737567333,,,,15.0
47.625,55.0,283,0.9134029890788774,,,,16.0
48.78947368421053,54.89473684210526,284,1.3316300016734068,,,,19.0
48.5,55.5,285,1.0989957180058438,,,,16.0
48.5,55.25,286,0.7237334984344681,,,,16.0
48.5,54.5,287,1.3553192737175144,,,,16.0
48.5,54.5,288,0.8766652558686695,,,,16.0
48.5,54.0,289,1.068020699841168,,,,20.0
47.411764705882355,54.35294117647059,290,0.8241620216299558,,,,17.0
48.22222222222222,52.388888888888886,291,0.7225107894382476,,,,18.0
48.5,52.75,292,0.5929764260887719,,,,16.0
48.421052631578945,54.10526315789474,293,1.762935601489354,,,,19.0
48.411764705882355,53.35294117647059,294,0.4979457553901768,,,1,17.0
76.5,50.5,295,0.2566259386716688,,,,12.0
47.6,53.4,295,1.5586217743085182,,,,15.0
47.4,52.6,296,0.8557109730577797,,,1,15.0
48.5,53.5,299,1.3402425872123624,,,,16.0
49.64705882352941,54.411764705882355,302,0.5035753859512279,,,1,17.0
47.25,53.5,338,0.25443808921388683,,,1,12.0
49.25,53.5,339,0.8960115322426223,,,,16.0
47.5,53.5,340,0.5227550044954753,,,,16.0
47.35294117647059,53.411764705882355,341,0.7789522380948892,,,,17.0
47.529411764705884,53.11764705882353,343,1.290187447684945,,,,17.0
47.0625,53.75,345,0.26149159984170905,,,,16.0
46.6,54.6,346,0.9780866309878998,,,1,15.0
43.6,56.86666666666667,351,0.5636264165783114,,,,15.0
45.25,55.5,355,1.0319748002091302,,,,16.0
45.294117647058826,56.1764705882353,356,1.0126150898265214,,,,17.0
45.166666666666664,56.5,357,0.9364364898698608,,,,18.0
44.86666666666667,56.13333333333333,358,0.43818393147902424,,,1,15.0
45.0,57.0,359,0.6932808873737063,,,1,17.0
45.86666666666667,57.13333333333333,360,0.5936169007829257,,,,15.0
44.3125,55.75,361,0.4985001275606628,,,,16.0
44.86666666666667,57.4,362,1.0138227110305258,,,,15.0
46.125,57.0,363,0.7141329037025188,,,,16.0
44.8235294117647,56.294117647058826,364,1.0105432416076394,,,,17.0
43.15384615384615,55.53846153846154,365,0.8647684212638291,,,,13.0
44.111111111111114,57.27777777777778,366,0.6999604058761277,,,,18.0
43.86666666666667,54.8,367,0.24791062370675024,,,1,15.0
43.61538461538461,56.07692307692308,368,0.28428468231363846,,,1,13.0
43.25,56.8125,369,0.26602658783526045,,,,16.0
44.25,57.8125,370,1.1786953265420859,,,,16.0
44.0,55.0,371,,1,,1,17.0
44.05263157894737,56.21052631578947,374,1.6342439083366618,,,,19.0
43.06666666666667,55.13333333333333,375,0.25075121115322957,,,1,15.0
43.63636363636363,55.09090909090909,376,,1,,,11.0
44.75,53.1875,378,0.9467174457141456,,,,16.0
44.94117647058823,54.76470588235294,385,,1,,,17.0
45.6875,55.1875,398,0.7690169621450335,,,1,16.0
44.86666666666667,56.53333333333333,402,0.7169456199451292,,,,15.0
42.23076923076923,55.76923076923077,403,0.8780158742779502,,,,13.0
